客先№ ,会社名,〒,住所１,住所２,℡,FAX,所属№,所属名,営業所№,営業所名,国№,国名,地区№,地区名,地区
70404-48,ヤマト運輸㈱　鶴見営業所（諸口）止メ,538-0052,大阪府大阪市鶴見区横堤４－７－６,(ｾﾝﾀｰｺｰﾄﾞ:161162),0570-200-000,06-6465-6810,221010,大阪支店,201,大阪,101,日本,54,大阪,大阪府
70199-03,ヤマト運輸㈱　大阪天神橋営業所止メ,530-0034,大阪府大阪市北区錦町４－８２延原倉庫　１８号倉庫,(ｾﾝﾀｰｺｰﾄﾞ:161291),0570-200-000,06-6465-6810,221010,大阪支店,201,大阪,101,日本,54,大阪,大阪府
70547-00,ヤマト運輸㈱　城陽営業所（富野）止メ,610-0121,京都府城陽市寺田新池８６－３,(ｾﾝﾀｰｺｰﾄﾞ:162141),0570-200-000,075-604-4863,225010,滋賀営業所,205,滋賀,101,日本,51,京都,京都府
70594-00,ヤマト運輸㈱　大牟田営業所止メ,836-0003,福岡県大牟田市大字唐船字丁地３７７－１,(ｾﾝﾀｰｺｰﾄﾞ:190092),0570-200-000,0942-51-3155,223010,福岡営業所,203,福岡,101,日本,80,福岡,福岡県
70520-00,ヤマト運輸㈱　筑前営業所（夜須）止メ,838-0815,福岡県朝倉郡筑前町野町字大牟田１１４７－１,(ｾﾝﾀｰｺｰﾄﾞ:190140),0570-200-000,0942-51-3155,223010,福岡営業所,203,福岡,101,日本,80,福岡,福岡県
70544-00,ヤマト運輸㈱　朝倉営業所止メ,838-0065,福岡県朝倉市一木イナキテ４５８－１,(ｾﾝﾀｰｺｰﾄﾞ:190141),0570-200-000,0942-51-3155,223010,福岡営業所,203,福岡,101,日本,80,福岡,福岡県
70199-14,ヤマト運輸㈱　春日南営業所止メ,816-0807,福岡県春日市宝町３－１－１,(ｾﾝﾀｰｺｰﾄﾞ:190150),925928270,0942-51-3155,223010,福岡営業所,203,福岡,101,日本,80,福岡,福岡県
70405-23,ヤマト運輸㈱　春日南営業所止メ,816-0807,福岡県春日市宝町３－１－１,(ｾﾝﾀｰｺｰﾄﾞ:190150),0570-200-000,0942-51-3155,223010,福岡営業所,203,福岡,101,日本,80,福岡,福岡県
70571-00,ヤマト運輸㈱　春日北営業所（月の浦）止,816-0813,福岡県春日市惣利３－４６－４,(ｾﾝﾀｰｺｰﾄﾞ:190155),0570-200-000,0942-51-3155,223010,福岡営業所,203,福岡,101,日本,80,福岡,福岡県
70501-00,ヤマト運輸㈱　筑後小郡営業所止メ,838-0142,福岡県小郡市大板井字大町１３９７－１,(ｾﾝﾀｰｺｰﾄﾞ:190190),0570-200-000,0942-51-3155,223010,福岡営業所,203,福岡,101,日本,80,福岡,福岡県
70575-00,ヤマト運輸㈱　大野城営業所（乙金）止メ,816-0901,福岡県大野城市乙金東３－５－３０,(ｾﾝﾀｰｺｰﾄﾞ:190242),0570-200-000,0942-51-3155,223010,福岡営業所,203,福岡,101,日本,80,福岡,福岡県
72167-00,ヤマト運輸㈱　太宰府営業所（宰都）止メ,818-0132,福岡県太宰府市国分１－８－８,(ｾﾝﾀｰｺｰﾄﾞ:190253),0570-200-000,0942-51-3155,223010,福岡営業所,203,福岡,101,日本,80,福岡,福岡県
70516-12,ヤマト運輸㈱いまご営業所止メ,639-1031,奈良県大和郡山市今国府町字不動堂７０－１,(ｾﾝﾀｰｺｰﾄﾞ:064920),0570-200-000,0743-56-6122,221010,大阪支店,201,大阪,101,日本,52,奈良,奈良県
70199-07,ヤマト運輸㈱　佐野工業団地センター止メ,327-0815,栃木県佐野市鐙塚町字北ノ山７２９－３,(ｾﾝﾀｰｺｰﾄﾞ:022110) ,0570-200-000,0289-76-6911,221010,大阪支店,201,大阪,101,日本,25,栃木,栃木県
70516-01,ヤマト運輸㈱　南越営業所（葛岡）止メ,915-0041,福井県越前市葛岡町７－１１－,(ｾﾝﾀｰｺｰﾄﾞ:046120) ,0570-200-000,0776-52-2410,225010,滋賀営業所,205,滋賀,101,日本,33,福井,福井県
70446-89,ヤマト運輸㈱　三重菰野営業所止メ,510-1312,三重県三重郡菰野町大字竹成字弥八１３３４,(ｾﾝﾀｰｺｰﾄﾞ:055071),0570-200-000,059-329-6177,225010,滋賀営業所,205,滋賀,101,日本,43,三重,三重県
70446-78,ヤマト運輸㈱　三重白山営業所止メ,515-3133,三重県津市白山町南家城野添８４９－４,(ｾﾝﾀｰｺｰﾄﾞ:055130),0570-200-000,059-329-6177,225010,滋賀営業所,205,滋賀,101,日本,43,三重,三重県
70404-89,ヤマト運輸㈱　高麗橋４丁目営業所止メ,541-0043,大阪府大阪市中央区高麗橋４－５－１４,(ｾﾝﾀｰｺｰﾄﾞ:060921),0570-200-000,06-4702-2515,221010,大阪支店,201,大阪,101,日本,54,大阪,大阪府
70446-19,ヤマト運輸㈱　高島営業所（新旭）止メ,520-1231,滋賀県高島市安曇川町川島１１２３－２,(ｾﾝﾀｰｺｰﾄﾞ:063072),0570-200-000,077-553-9810,225010,滋賀営業所,205,滋賀,101,日本,50,滋賀,滋賀県
70601-00,ヤマト運輸㈱三田テクノパーク営業所,669-1345,兵庫県三田市下相野１４１８番地１７,(ｾﾝﾀｰｺｰﾄﾞ:066075),0570-200-000,078-908-3067,221010,大阪支店,201,大阪,101,日本,55,兵庫,兵庫県
70199-48,ヤマト運輸㈱　防府栄町センター止め,747-0014,山口県防府市大字江泊１９８７－２２,(ｾﾝﾀｰｺｰﾄﾞ:073080),082-874-6320,083-986-3815,222010,広島営業所,202,広島,101,日本,64,山口,山口県
70404-67,ヤマト運輸㈱　新居浜川西営業所止メ,792-0003,愛媛県新居浜市新田町３丁目７－５３,(ｾﾝﾀｰｺｰﾄﾞ:080232),0570-200-000,0877-45-5774,222010,広島営業所,202,広島,101,日本,73,愛媛,愛媛県
70603-00,ヤマト運輸㈱　佐賀北営業所（金立）止メ,849-0901,佐賀県佐賀市久保泉町大字川久保字御手水２５９２－１,(ｾﾝﾀｰｺｰﾄﾞ:092120),0570-200-000,0952-98-3547,223010,福岡営業所,203,福岡,101,日本,81,佐賀,佐賀県
70446-90,ヤマト運輸㈱　御船営業所止メ,861-3131,熊本県上益城郡御船豊秋７３７,(ｾﾝﾀｰｺｰﾄﾞ:094130),0570-200-000,096-287-8070,223010,福岡営業所,201,大阪,101,日本,84,熊本,熊本県
70405-89,ヤマト運輸㈱　東大阪高井田営業所止メ,577-0053,大阪府東大阪市高井田２３－２０,(ｾﾝﾀｰｺｰﾄﾞ:160180),06-6907-4111,06-6904-7571,221010,大阪支店,201,大阪,101,日本,54,大阪,大阪府
70516-17,ヤマト運輸㈱　羽曳野営業所（島泉）止メ,583-0881,大阪府羽曳野市島泉８－１４７－１,(ｾﾝﾀｰｺｰﾄﾞ:160240),0570-200-000,06-6904-7571,221010,大阪支店,201,大阪,101,日本,54,大阪,大阪府
70610-00,ヤマト運輸㈱　神戸中央東営業所止メ,650-0045,兵庫県神戸市中央区港島６丁目６－２（神戸ポートアイランド）,(ｾﾝﾀｰｺｰﾄﾞ:066810),0570-200-000,078-903-3067,221010,大阪支店,201,大阪,101,日本,54,兵庫,兵庫県
70200-09,ヤマト運輸㈱　下関東営業所止メ,752-0927,山口県下関市長府扇町４－４５,(ｾﾝﾀｰｺｰﾄﾞ:073310),0570-200-000,083-986-3815,222010,福岡営業所,203,福岡,101,日本,64,山口,山口県
70448-06,ヤマト運輸㈱　小野営業所止メ,675-1365,兵庫県小野市広渡町字道ノ下８２０－１,(ｾﾝﾀｰｺｰﾄﾞ:066930) ,0570-200-000,079-252-8808,221010,大阪支店,201,大阪,101,日本,54,兵庫,兵庫県
70516-45,ヤマト運輸㈱　徳王営業所（徳王）止メ,861-5522,熊本県熊本市北区下硯川町字屋敷添２００９,(ｾﾝﾀｰｺｰﾄﾞ:094320),0570-200-000,096-287-8070,223010,福岡営業所,201,大阪,101,日本,84,熊本,熊本県
